
customerid,y_true,score_churn,y_pred_0p50,y_pred_0.338
4342-HFXWS,0,0.058810414692332634,0,0
4039-PIMHX,0,0.058751483446335954,0,0
3108-PCCGG,0,0.058613944486491654,0,0
1293-HHSHJ,0,0.0584928602310193,0,0
3146-MSEGF,0,0.05848015926035162,0,0
0455-ENTCR,0,0.05828628377077023,0,0
5394-MEITZ,0,0.05777257670952006,0,0
5232-NXPAY,0,0.05775117187104789,0,0
0513-RBGPE,0,0.05744735553585355,0,0
5840-NVDCG,0,0.057254734042786345,0,0
7779-ORAEL,0,0.05689947585898898,0,0
6772-WFQRD,0,0.056511910250154465,0,0
5702-KVQRD,0,0.056475495896384884,0,0
7103-ZGVNT,0,0.05602159195348233,0,0
7401-JIXNM,0,0.05591154229265742,0,0
7277-KAMWT,0,0.055650100756067224,0,0
6681-ZSEXG,0,0.05557609847157148,0,0
3638-WEABW,0,0.055338117607268075,0,0
2400-XIWIO,0,0.05464162907297217,0,0
0412-UCCNP,0,0.05447433861669829,0,0
6762-QVYJO,0,0.05357623367600156,0,0
1830-GGFNM,0,0.05301742976951805,0,0
0298-XACET,0,0.05298997105947211,0,0
5014-GSOUQ,0,0.05292209132823863,0,0
9968-FFVVH,0,0.052679827375377436,0,0
0254-WWRKD,0,0.052583966103782714,0,0
1403-LKLIK,0,0.05248284179927259,0,0
1092-WPIVQ,0,0.052309739556847666,0,0
1535-VTJOQ,0,0.052187319927384526,0,0
1934-MKPXS,0,0.052043997214919424,0,0
5380-XPJNZ,0,0.05191695627413754,0,0
9871-ELEYA,0,0.05094114864253475,0,0
4980-URKXC,0,0.050723792874106416,0,0
9778-OGKQZ,0,0.05044935431038983,0,0
5656-MJEFC,0,0.050200857310371216,0,0
1971-DTCZB,0,0.05014194109887365,0,0
8184-WMOFI,0,0.04976851076222212,0,0
8100-PNJMH,0,0.04964382746052762,0,0
6701-YVNQG,0,0.04923220937971335,0,0
6339-RZCBJ,0,0.04906326218433469,0,0
5248-YGIJN,0,0.04873740606687396,0,0
3745-HRPHI,0,0.04808735181720408,0,0
5980-BDHPY,0,0.04787161680046959,0,0
9415-ZNBSX,0,0.04772687029532753,0,0
8345-MVDYC,0,0.04760577868452287,0,0
2996-XAUVF,0,0.04755362999083058,0,0
0854-UYHZD,0,0.04728164022063942,0,0
5696-JVVQY,0,0.04646634366299422,0,0
6916-HIJSE,0,0.04642015315736021,0,0
3508-VLHCZ,0,0.04631009512909363,0,0
8908-NMQTX,0,0.04611890419203587,0,0
9602-WCXPI,0,0.04592377143739747,0,0
6122-LJADA,0,0.04559176051340142,0,0
6504-VBLFL,0,0.04518706567791594,0,0
8143-ETQTI,0,0.04463452530196119,0,0
0114-IGABW,0,0.04455662979531541,0,0
8067-NIOYM,0,0.044343469393589525,0,0
1930-QPBVZ,0,0.04410040208692721,0,0
4213-HKBJO,0,0.04312902465996383,0,0
8191-XWSZG,0,0.04277822282936634,0,0
5986-WWXDV,0,0.0423167331503714,0,0
3865-ZFZIB,0,0.042041952937310514,0,0
9805-FILKB,0,0.041959015397593606,0,0
7799-LGRDP,0,0.04175530819745319,0,0
9073-ZZIAY,0,0.04142809188464939,0,0
4654-ULTTN,0,0.04132539964917532,0,0
9242-TKFSV,0,0.04118612155661936,0,0
2845-KDHVX,0,0.04064853316937602,0,0
9140-CZQZZ,0,0.04045340683118268,0,0
3727-OVPRY,0,0.04038350843734736,0,0
6885-PKOAM,0,0.0401069809078165,0,0
8580-QVLOC,1,0.039723597144313845,0,0
5930-GBIWP,0,0.03936305878178597,0,0
4312-GVYNH,0,0.03894137876953365,0,0
3227-WLKLI,0,0.03891687228760442,0,0
3950-VPYJB,0,0.03890951801227516,0,0
5360-XGYAZ,0,0.03886933132922331,0,0
6696-YDAYZ,0,0.03886408999351857,0,0
5736-YEJAX,0,0.03842158877015128,0,0
4915-BFSXL,0,0.03835847506357986,0,0
8690-ZVLCL,0,0.03833272764228838,0,0
6461-SZMCV,0,0.03827231235457222,0,0
7963-SHNDT,0,0.03816833123783739,0,0
0343-QLUZP,0,0.038064466122931476,0,0
3704-IEAXF,0,0.037772947380619114,0,0
9798-OPFEM,0,0.03750986799017441,0,0
6723-CEGQI,0,0.03727900409721657,0,0
8999-EXMNO,0,0.037131250998318,0,0
5249-QYHEX,0,0.03710391020436135,0,0
7216-KAOID,0,0.03703040985137423,0,0
9135-MGVPY,0,0.036887057779107384,0,0
3813-DHBBB,0,0.036859463015472944,0,0
2535-PBCGC,0,0.036431806532350126,0,0
0744-BIKKF,0,0.03614439490056772,0,0
6870-ZWMNX,0,0.035739681801745145,0,0
3262-EIDHV,0,0.03559462797289619,0,0
5795-BKOYE,0,0.03559061357072622,0,0
3084-DOWLE,0,0.035393639071451,0,0
1027-LKKQQ,0,0.03529696091973438,0,0
8249-THVEC,0,0.03527809911883146,0,0
4804-NCPET,0,0.03485196931429868,0,0
7872-BAAZR,0,0.034846362198601336,0,0
1722-LDZJS,0,0.03402472386784925,0,0
7649-SIJJF,0,0.033513814375607756,0,0
6051-PTVNS,0,0.03341912952735124,0,0
3569-JFODW,0,0.033398987880315825,0,0
8042-RNLKO,0,0.03337568059886199,0,0
1459-QNFQT,0,0.033169182799472556,0,0
2595-KIWPV,0,0.03283169444101869,0,0
1269-FOYWN,0,0.03270956493606003,0,0
8780-YRMTT,0,0.032702915418905895,0,0
9385-EHGDO,0,0.032672066035344755,0,0
2649-HWLYB,0,0.0326106897673461,0,0
7205-BAIAD,0,0.032249820874873304,0,0
5201-CBWYG,0,0.03208216948365897,0,0
1074-WVEVG,0,0.03146190773502188,0,0
6288-CHQJB,0,0.03140200002000605,0,0
0354-VXMJC,0,0.031308473763181584,0,0
5995-LFTLE,0,0.031054976959590735,0,0
7771-CFQRQ,0,0.03102865303679465,0,0
9488-FVZCC,0,0.030736595108514654,0,0
5124-EOGYE,0,0.030486491699241284,0,0
4102-HLENU,0,0.030259156694765234,0,0
8990-YOZLV,0,0.030015622479595338,0,0
2908-WGAXL,0,0.02999375556984787,0,0
6407-GSJNL,0,0.029801491498376843,0,0
8146-QQKZH,0,0.029641269599377896,0,0
2954-PIBKO,0,0.0293878153214338,0,0
8902-ZEOVF,0,0.028874445921101295,0,0
8859-DZTGQ,0,0.02824566987497998,0,0
5010-IPEAQ,0,0.028087305298644658,0,0
6080-LNESI,0,0.027570171166001533,0,0
9281-CEDRU,0,0.027337420494752268,0,0
5196-WPYOW,0,0.027127409519900354,0,0
8219-VYBVI,0,0.027079700251186,0,0
5480-XTFFL,0,0.026981916869341035,0,0
2481-SBOYW,0,0.025614166499704584,0,0
8874-EJNSR,0,0.025608566534284484,0,0
7998-WNZEM,0,0.02560672726804521,0,0
4302-ZYFEL,0,0.025324699566621943,0,0
2300-RQGOI,0,0.024600496362618084,0,0
3284-SVCRO,0,0.02457785853253985,0,0
3451-VAWLI,0,0.02441430499213313,0,0
6365-HITVU,0,0.024277285334892484,0,0
3512-IZIKN,1,0.024254706134854694,0,0
9585-KKMFD,0,0.02420277419976263,0,0
1207-BLKSA,0,0.023928796941062962,0,0
4900-MSOMT,0,0.02392295014465959,0,0
5549-ZGHFB,0,0.02388836234402754,0,0
5766-FTRTS,0,0.023692304612355584,0,0
3580-GICBM,0,0.023238826684172095,0,0
5666-MBJPT,0,0.023031004262780937,0,0
0336-PIKEI,0,0.022918385270572966,0,0
5334-AFQJB,0,0.022454409356225995,0,0
2642-MAWLJ,0,0.02229765506837259,0,0
2143-LJULT,0,0.022249683440932255,0,0
3088-FVYWK,0,0.022137782870161996,0,0
1240-HCBOH,0,0.022136284284138063,0,0
6169-PPETC,0,0.021893905904486647,0,0
3097-FQTVJ,0,0.02187010552286395,0,0
8402-OOOHJ,0,0.02176412600532459,0,0
6997-UVGOX,0,0.021496577073324526,0,0
2314-TNDJQ,0,0.021055738330771248,0,0
1619-YWUBB,0,0.021048727154660937,0,0
2796-NNUFI,0,0.020987277100820136,0,0
6139-ZZRBQ,0,0.02068832135975494,0,0
3148-AOIQT,0,0.020463499131415704,0,0
6695-FRVEC,0,0.02016878942698156,0,0
2560-WBWXF,0,0.019867131615370202,0,0
9337-SRRNI,0,0.019826488952080557,0,0
5804-JMYIO,0,0.019657296560905584,0,0
0506-YLVKJ,0,0.01960227989553747,0,0
4979-HPRFL,0,0.019239660195960198,0,0
1852-QSWCD,0,0.01922205170819163,0,0
7014-ZZXAW,0,0.018993762401403404,0,0
3612-YVGSJ,0,0.018808209065258964,0,0
5968-HYJRZ,0,0.0188012248097802,0,0
4785-FCIFB,0,0.0187779980059815,0,0
8540-ZQGEA,0,0.018659642437469162,0,0
5296-PSYVW,0,0.018502464112558636,0,0
5465-BUBFA,0,0.01836577118981006,0,0
9938-PRCVK,0,0.018353579175737746,0,0
6725-TPKJO,0,0.018125299231332725,0,0
5939-SXWHM,0,0.017998903547213643,0,0
6087-YPWHO,0,0.017628849532442523,0,0
3027-YNWZU,0,0.017623297962439367,0,0
6582-PLFUU,0,0.017431385618217294,0,0
8215-NGSPE,0,0.0174149491135778,0,0
5220-AGAAX,0,0.016875214136649427,0,0
3620-EHIMZ,0,0.01685564334365883,0,0
0281-CNTZX,0,0.01647028987359482,0,0
6961-MJKBO,0,0.016233905276494015,0,0
4878-BUNFV,0,0.016178820812031824,0,0
9173-IVZVP,0,0.016084928849075496,0,0
7480-SPLEF,0,0.016050817391814607,0,0
0270-THENM,0,0.01582627582302653,0,0
1131-QQZEB,0,0.015322740751216294,0,0
4990-ALDGW,0,0.015318634085043097,0,0
6619-RPLQZ,0,0.015268370024972269,0,0
1820-DJFPH,0,0.015236095963860044,0,0
0386-CWRGM,0,0.015063178985428907,0,0
5793-YOLJN,0,0.014875383773432203,0,0
9430-NKQLY,0,0.014837847293852822,0,0
3873-WOSBC,0,0.014834175459264567,0,0
7114-AEOZE,0,0.014686918963254669,0,0
9975-GPKZU,0,0.014547284494792192,0,0
2525-GVKQU,0,0.014330131239838664,0,0
6024-RUGGH,0,0.014259711769603665,0,0
0704-VCUMB,0,0.014126647910240457,0,0
4656-CAURT,0,0.013930551087020775,0,0
3308-DGHKL,0,0.01392545197064206,0,0
9251-AWQGT,0,0.01365204689051953,0,0
2072-ZVJJX,0,0.013609694613371595,0,0
3973-SKMLN,0,0.013017294406902698,0,0
4836-WNFNO,0,0.012970144289568084,0,0
6010-DDPPW,0,0.01288503553280613,0,0
9153-BTBVV,0,0.012838393507902815,0,0
7113-HIPFI,0,0.012814703598142976,0,0
7161-DFHUF,0,0.012755243486940446,0,0
2626-VEEWG,0,0.012750349226192585,0,0
8727-JQFHV,0,0.012684127987703598,0,0
2146-EGVDT,0,0.012583789064176147,0,0
2181-TIDSV,0,0.011685035839590917,0,0
8747-UDCOI,0,0.011628980258617845,0,0
0613-WUXUM,0,0.011588265393097413,0,0
4195-PNGZS,0,0.011458575020543009,0,0
6621-NRZAK,0,0.011216041258299333,0,0
7695-PKLCZ,0,0.01119533084204976,0,0
2236-HILPA,0,0.010903608226915273,0,0
0402-OAMEN,0,0.010721006697393846,0,0
6181-AXXYF,0,0.010644728775874855,0,0
7268-WNTCP,0,0.010624484473891763,0,0
5146-YYFRZ,0,0.010440479295222928,0,0
3774-VBNXY,0,0.010294316815861381,0,0
8232-UTFOZ,0,0.010089456006467408,0,0
8224-KDLKN,0,0.010023722821614508,0,0
7684-XSZIY,0,0.009978653032739631,0,0
8285-ABVLB,0,0.009698422702253708,0,0
9800-OUIGR,0,0.009457684254981091,0,0
1591-XWLGB,0,0.009355949176606199,0,0
1927-QEWMY,0,0.009040888919867474,0,0
3173-WSSUE,0,0.008204825485803226,0,0
1052-QJIBV,0,0.008161868473232838,0,0
8229-BUJHX,0,0.007897720730770644,0,0
0784-ZQJZX,0,0.00786561618300927,0,0
0794-YVSGE,0,0.007008189201668334,0,0
